Structure [idcode]	CAS	pKa	pKa-type	pKa-temp	logP	logP-type	logP-temp	mp	vp	vp-type	vp-temp	wSol mg/l	wSol-temp	Molweight	
e`RXL@@C`BalbbRfbTJTtRaRabReCBfcgdVUssSUUUUUUluUUH@@	SRC002-86-6				4.490000000000000e+000	EXP								433	
eodXBH@EaJfi`ICHiEHhhhblXdicBeEOMKGHdbjjjjYjjZfjjh@@	SRC002-95-7				3.010000000000000e+000	EXP								433	
eodXBH@EaJfi`ICHiEHhhhblXdicBdeOMKGHdbjjjjYjjZfjjh@@	SRC002-96-5				3.100000000000000e+000	EXP								433	
fohP@DTMexM^WdTRbbRbbbgbRRtUSYmUUSTpTECU@@@	SRC003-00-2				5.100000000000000e-001	EXP								433	
fohP@DTLtXMN{dTRbbRbTTr\RblRUwmUUSSUUSP@@@@	SRC003-00-7				5.300000000000000e-001	EXP								433	
fohP@DTLUxMNwdTRbbRbTTLtRJVboUmUUSSAUAPu@@@	SRC003-10-1				5.400000000000000e-001	EXP								433	
eodXBH@EaJfi`ICHiEHhhhblXdicBiEOMKGHdbjjjjYjjZfjjh@@	SRC003-11-4				3.200000000000000e+000	EXP								433	
eolPFH@AJfaeg`ICHiEHhhhblXdiliieOMKGHdbaijjjjYjjZijjjp`hRHJh@@	000076-25-5				2.530000000000000e+000	EXP		293	8.250000000000000e-014	EST	25	2.100000000000000e+001	28	434	
fkg@R@HHpPG`eUjjsLjjjuUUUUUUUU@@@	000078-42-2				9.490000000000000e+000	EST		-74	8.249999999999999e-008	EXP	25	6.000000000000000e-001	24	434	
fgw@H@@HEYwbsRYUUUgUUWUVjjjfjjjjj@@	000141-17-3				3.240000000000000e+000	EST		-47	9.799999999999999e-008	EST	25	3.200000000000000e+000	25	434	
eo`\BDDNMJcKGH`Jr@H@zj\BbdTQRbVtVRbbRRHxDTv^jjjfZZhJBb`@@	000808-71-9				2.500000000000000e-001	EST		178.5				9.600000000000000e+003	20	434	
eodPFH@AJfecg`ICHiEHhhhblXdiliieOMKGHdbjjjjYjjZifjh@@	000987-24-6				2.770000000000000e+000	EXP		231-234   	7.660000000000000e-014	EST	25	8.039000000000000e+000	25	434	
eodPFH@AJfimk`ICHiEHhhhblXdicBeEOMKGHdbjjjjYjjZfijh@@	001177-87-3				2.910000000000000e+000	EXP		262-264   	1.690000000000000e-013	EST	25	5.470000000000000e+000	25	434	
eghTHB@Jek`@aJPrdBiCIEEEDdelliEXdleQqIYhyLmPA@BEUUUUTDAAi@	002709-56-0				4.510000000000000e+000	EXP			1.050000000000000e-012	EST	25	3.461000000000000e-001	25	434	
eolPFH@CHfaeg`ICHhhdiDimCEDYdiifIAKODljaijfjjZjjjijij@@@	003385-03-3				2.660000000000000e+000	EST								434	
fmgA``HHdAphxL\HnFRRIJZQRIIQzQIaKM]UPUUA@U@@@@	013270-97-8				8.369999999999999e+000	EST	25		6.080000000000000e-006	EST	25	3.580000000000000e-006	25	434	
fkoPr@CYpqVoQ@DYHieELeBhiXhllepU^uUUUUSUUUU@@@	017057-68-0				1.760000000000000e+000	EXP			1.590000000000000e-018	EST	25	5.850000000000000e+001	25	434	
fkoPr@KEqsQ`i@DYHhdiidhUEKEEedJSQuUUUUTuUUU@@@	021085-65-4				1.910000000000000e+000	EXP			1.590000000000000e-018	EST	25	4.356000000000000e+001	25	434	
fmoAP`HHxipGBc`qplxYIHdYEHoDhhddljt\mfM]UUUUT@@@T@@@	040169-27-5				7.050000000000000e+000	EST	25		7.290000000000000e-007	EST	25	1.318000000000000e-005	25	434	
eghTHB@Jek`@aJPrdBiCIEEEDdelliEXdleQqIYhyLmPA@BEUUUUTDAAi@	053772-82-0				4.250000000000000e+000	EXP			1.050000000000000e-012	EST	25	3.461000000000000e-001	25	434	
eghTHB@Jek`@aJPrdBiCIEEEDdelliEXdleQqIYhyLmPA@BEUUUUTDAAi@	053772-85-3				4.250000000000000e+000	EXP			1.050000000000000e-012	EST	25	3.461000000000000e-001	25	434	
eg`VBH@LM@hbihDAe`@cIIBhddmDXddhhebhXeduLmPPQTuUSMPp@@	089073-49-4				2.570000000000000e+000	EXP			5.090000000000000e-018	EST	25	1.191000000000000e+001	25	434	
e`TTB@@La`D@hlbbTRRbtVbTvbUbRtacPussTDEESTuT@DH@@@	092598-94-2				4.850000000000000e+000	EXP			2.500000000000001e-011	EST	25	1.345000000000000e-001	25	434	
e`TTB@@Di`DKJlbbTRbTRrRbtTQlRPQWTswsUUTEARMU@@H@@@	092622-07-6				4.000000000000000e+000	EXP			2.310000000000000e-011	EST	25	7.155000000000000e-001	25	434	
eohVF@@DAKHni`NCAmclbbRtrbbtTTRReLrHhJjZzZjZijijYijj@@@	130817-92-4				-1.300000000000000e+000	EXP			1.140000000000000e-019	EST	25	1.178000000000000e+003	25	434	
e`TTB@@La`D@hlbbTRRbtVbTvbUTRTacPswsTDEESTuU@@H@@@	SRC001-89-7				4.600000000000000e+000	EXP								434	
fkoPr@CYpqVoQ@DYHieELeBhiXhbdepU^uUUUUSUUUU@@@	SRC002-75-6				9.300000000000001e-001	EXP								434	
foHp@DTMlFgYJoHheEDeDhieBeChkFsZjjffBXJFj@@@	SRC003-13-6				3.900000000000000e-001	EXP								434	
foHp@DTLTFg[nHheEDeDhhYhdTmENkZjjffBjBaf@@@	SRC003-13-8				4.000000000000000e-001	EXP								434	
foHp@DTlTAo[nHheEDhheEYiddmENkZjjiihJBaf@@@	SRC003-19-3				6.100000000000000e-001	EXP								434	
fo`HaGPQ``u{N@HfDWtGzANOuy_NRRGQQIYQQIIXiR@Juem^kTAAP@@ARp@@@	010040-45-6				6.400000000000000e-001	EST		273 dec						435	
fmwps@FNsjsQsVBHTD]BLbbRfbRLtRVRRdipRdy`BJfZjjiXh@@	SRC003-34-5				-1.470000000000000e+000	EXP								435	
eohPE@@@NI@dfmckglbbbTTRQbbRRftrRTlJFzfZBbJ@jBhjjB@@@	000060-81-1				7.200000000000000e-001	EST		110.0				1.000000000000000e+003	22	436	
ek`\JD@NOBeGLmc`HbhHrJJIQYPjEQQYIQQbQSQHikjBAbjZijjfF`@@	000061-72-3	2.780000000000000e+000	EXP		2.480000000000000e+000	EXP			1.370000000000000e-015	EST	25	1.394000000000000e+001	25	436	
e`XTD@@II`AlbbbbVRbTRrLRRtRS@aUTADUTaPEUTt@@@	000493-75-4				7.050000000000000e+000	EST								436	
foo@@@DiUUUUUUUUUjjjjjjjjjj@@	000630-04-6				1.557000000000000e+001	EST	25	67.9	1.400000000000000e-011	EXT	25	2.667000000000000e-011	25	436	
eghTJD@FEMCK@b`@csPrQRJHiQKZFJJIIKXL\RMS[WUUUSMLDA@QP@@@	000985-16-0				-1.070000000000000e+000	EST								436	
e`X\@DDDAi`LRBH@xZ\BTbaRrbbbRRvRdTTbfSUWTuRsP@@AUUT@@@	014855-76-6				-2.420000000000000e+000	EST								436	
fcwYq@DD]GIQRMXOY`bEAFQQJIQERUSJIJIXcFcijfiZZ@Hj`@@	100784-20-1	3.440000000000000e+000	EXP	22	-2.000000000000000e-002	EXP		176				1.500000000000000e+001	20	436	
fe{IBPB\lVhHbTQzPCHQdLaGY@\aNPrJJIQQIPrKUPrLTYtDEQLuUmTP@@	120068-37-3				4.000000000000000e+000	EXP		200.5	2.780000000000000e-009	EXP	25	1.900000000000000e+000	20	436	
eo`PF@@@DNekglbbTbbLVbbVUTrfTl|BrZjjjijZjjfh@@	121009-77-6				4.470000000000000e+000	EXP			1.420000000000000e-014	EST	25	6.843999999999999e-001	25	436	
egh\HB@NJek`@aJPrdBiCIEEEDdelliEXdleQqIYhyLmPA@DEUUUUTD@@@	000069-23-8	7.900000000000000e+000	EXP		4.360000000000000e+000	EXP		< 25	1.020000000000000e-012	EST	25	3.106000000000000e+001	37	437	
eohXDH@EiF`HaIe]ZyeU}]YZFHbljh@Jj@@@Jjj`@@@	000078-41-1				6.820000000000000e+000	EST		103						437	
ff}`b`MDTCDebYdBrEYCHhhmDiUDeCHpPXpPQM@AU@@@	004776-06-1				6.040000000000000e+000	EST								437	
eod\FH@LEEhDIBkg`@cIICEEEHdXhedeemEKOJnmicej`Zh@A@BAX@@@	021413-53-6				4.040000000000000e+000	EXP								437	
fa{pB@HT\ALrRQQQQQIIIH{V\FjVe{UUUTmUUUT@@	041083-11-8	5.359999999999999e+000	EXP		5.300000000000000e+000	EXP		210 dec	4.499999999999999e-013	EXP	25	1.200000000000000e-001	20	437	
e`\XB@@E@DGJlbbtTRbbVRRRerTRTfagdQSwsTADUUUUU@@T@@@	071048-87-8				5.700000000000000e+000	EXP			4.250000000000000e-014	EST	25	2.236000000000000e-002	25	437	
e`\XB@@E@DGJlbbtTRbbVRRRerTRTfagdQSwsTADUUUUU@@T@@@	074430-97-0				5.740000000000000e+000	EXP			4.250000000000000e-014	EST	25	2.236000000000000e-002	25	437	
eg`XJH@MhDLMF`@`hbHIHaHRDbDRDGDRDID`rrpKHiZj`ZjHJjjj@@@	SRC002-91-6				4.370000000000000e+000	EXP								437	
fes@AH@RBICDaRPYHBdIRFi@t`zP}HQdDrAYBlavPGHSdLbdLadLadLadLeUUUUUUUT@@	000307-34-6				7.950000000000000e+000	EST								438	
eolPA@@@DKDaecglbbVTTbTUbRtfbbuHhdL|BJjvnZfjjjjjjjjjh@@	000508-52-1				-2.000000000000000e-002	EXP		236.5	3.520000000000000e-019	EST	25	1.831000000000000e+003	25	438	
fooA@@@IJjjjjjjjjkUUUUUUUUUT@@	000593-50-0				1.361000000000000e+001	EST		88						438	
fooA`@@HXdrlzjjjjjj{UMUUUUUUUP@@	000626-29-9				1.121000000000000e+001	EST		53.4						438	
e`T\NDDG@hhDLKDln`@c{Pp{z\ddlTRbRRvbLTVfRDbagdrusrt@@EDkA@@@@A@E@	001787-61-7				1.780000000000000e+000	EST								438	
fcwQQ@BNyHr^`b@aFQQSJJISQSJIHjjt\ujjijjjjjjh@@	013441-66-2				2.510000000000000e+000	EXP			1.830000000000000e-017	EST	25	1.256000000000000e+001	25	438	
fcwQQ@BNyHrV`b@aFQQSJJISQSIIDiJt\ejjijjjjjjh@@	019096-41-4				2.740000000000000e+000	EXP			3.930000000000001e-018	EST	25	7.989000000000001e+000	25	438	
eohVBHDLBNCBco@ik`@`rPnrQQSIIISQHyQIIISBbSQKJfABHF@jjkZ@BAb@	068133-69-7				4.080000000000000e+000	EXP		167	1.550000000000000e-013	EST	25	6.900000000000001e-001		438	
fcwPrbLuHUoYkADFdKRCi@XQf^}dTTRRTtbUfTTqdXHLXHH`j@ife`@@	072178-02-0	2.700000000000000e+000	EXP	20	2.900000000000000e+000	EXP		220	7.500000000000001e-007	EXP	50	5.000000000000000e+001	20	438	
fncPr@JLIIW`iAVILsjvj{]LxZuKUMUUMUP@@	084043-28-7				1.340000000000000e+000	EXP			3.360000000000000e-016	EST	25	1.268000000000000e+002	25	438	
fncPr@JLIIW`iAVILsjvj{ZlxZuKUMUUMUP@@	084052-69-7				1.440000000000000e+000	EXP			1.240000000000000e-016	EST	25	1.042000000000000e+002	25	438	
e`TTJ@@BK@DIJfdfyeeyW{gUmQM@dgofjjZJBJZj@@@@@	085441-61-8				3.720000000000000e+000	EST								438	
fdiPB`F\AVPBAQ@XbLQdTTTTRbfSUzdJ`jb`@@	102805-11-8				6.800000000000001e-001	EXP			2.870000000000000e-007	EST	25	4.637000000000000e+003	25	438	
fdiPB`F\AVPBAQGhbLPTIBPdIBIBQdBhMHUAUQ@@@	120243-09-6				9.500000000000000e-001	EXP			2.870000000000000e-007	EST	25	2.727000000000000e+003	25	438	
fdiPB`F\AVPBAQBhbLPTIBPdIBPdIFChMHUDUQ@@@	120243-11-0				5.000000000000000e-002	EXP			2.870000000000000e-007	EST	25	1.600000000000000e+004	25	438	
fdiPB`F\AVPBGQ@XbLQdTTTRTTTWezdJBjb`@@	120243-13-2				7.400000000000000e-001	EXP			2.870000000000000e-007	EST	25	4.121000000000000e+003	25	438	
eo`^C@CHFECLjc`DO@hdnaemkghIPyRSIByKlijd[mnNe{lbfbbRbTTtTT\ReLDtZfZBBbAfbFFf@@@	000131-73-7				3.350000000000000e+000	EST		244 dec	2.890000000000000e-014	EST	25	6.000000000000000e+001	17	439	
fikpS`IZCpSo@bBAA`cHPvP{HCdLbbbTbURdQVRdXjpXHEbiZjjb@@	000346-18-9				1.900000000000000e+000	EXP		214	3.430000000000001e-011	EST	25	3.660000000000000e+000	25	439	
ek`XLD@LFNC`HaRHRUf][Vum[e\|RrZzfvjij`@jjjjbh@@	002998-57-4				5.500000000000000e+000	EST		104.5						439	
eg`\JH@FE@mCKHn`@cIEHhbeDmdhdeDmI`qqILmUUULmUUMUUPDEd@	032886-97-8				3.230000000000000e+000	EST		119						439	
fcoPS@G^y[IPQBhbHQdTTRbVabbQdlRVYIwik``XjejV@BH@@	058011-68-0				3.900000000000000e+000	EXP		118	6.860000000000001e-012	EST	25	5.600000000000000e-002	25	439	
eohXFL@FJLfamc`IABPpdLbdLrbbTRRTRaRVrlBRJzfjfjffbXbJjD@@@	071295-34-6				1.820000000000000e+000	EXP			1.790000000000000e-015	EST	25	4.851000000000000e+001	25	439	
dk]@hLHGJHaHcX`xcIIBdddjZUjj@J@@@	072595-98-3				5.600000000000001e-001	EXP			2.660000000000000e-014	EST	25	5.483000000000000e+002	25	439	
eohXFL@FJLfamk`IABPpdLbdLrbbTRRTRaRRUlBRJzfjfjffbXbJjD@@@	086436-46-6				1.670000000000000e+000	EXP			2.360000000000000e-013	EST	25	6.515000000000001e+001	25	439	
ff}qC`IJmpDPFHcDIbLqAXblPdrnlkOSUFFm@AP@UUT@@@	SRC002-81-5				5.670000000000000e+000	EXP								439	
eghXBD@LJNLk`H`jPrIISRZQQJqJHrY[JVAQM][GUSUUUUUURsU@@@	SRC003-16-4				2.730000000000000e+000	EXP								439	
e`TQJ@@D@jamcko`MCHdlbbTTRTRjTQTRTrbJc`tqssTE@tTu@@AD@@@@	000054-62-6				-1.820000000000000e+000	EST								440	
flu@B@@YRULsJjozCZOdu@@@@@@@@@	000603-33-8				6.020000000000000e+000	EST		77.6						440	
eodPBL@OAmk`IABPpdLbdLTRTbTQaTVaTTdtLBRJjzjjZjijjjifj`@@	000987-18-8				4.500000000000000e+000	EST		206.5						440	
flu@BP@QAHadQJHuDFbOQDXaLQdTTTffbqaeNBTxLuUUUUUP@@	003734-49-4				6.200000000000000e+000	EXP			1.000000000000000e-006	EXT	25	8.219000000000001e-003	25	440	
flu@BP@QAHadQJHuDFbOQDXaLQdTTTffbqbuNBTxLuUUUUUP@@	005103-73-1				6.080000000000000e+000	EXP	25		8.999999999999999e-007	EXT	25	1.041000000000000e-002	25	440	
ehT^FHDLFAIMGNhFmco`PM@BP^pIQJJIFEJIKJYQQES`SPsHiiB`J`@fjZf`@@@	006484-89-5				-6.030000000000000e+000	EST								440	
fcDS@LBsUlu{t{pPAE``hQdbbTRRRTtUTTRRIrcAsWnjjjZYjfjVV@@	026973-24-0				-6.700000000000000e-001	EXP			3.630000000000000e-018	EST	25	3.129000000000000e+002	25	440	
fj}A@PE@bBQCH`TQzHcDYbBqBSLw^js_rVcASADQTDQP@@@	039001-02-0				8.600000000000000e+000	EXP		258	3.750000000000001e-012	EXP	25	1.160000000000000e-006	25	440	
flu@BP@QAHadQJHuDFbOQDXaLQdTTTffbqbuNBTxLuUUUUUP@@	039765-80-5				6.350000000000000e+000	EXP	25		1.000000000000000e-006	EXT	25	1.041000000000000e-002	25	440	
fcwIb`HTe[PX`bGAAYBl`vPrJQQYYKJJQFQRiTxo]TsMURuT@D@`J@	132566-92-8				6.000000000000000e-002	EXP			1.290000000000000e-014	EST	25	7.405000000000000e+001	25	440	
e`XRJ@@DJCB`MGKolbbTTRTRbafbRRvtWVtqsUUTtpAPA@t@@@	132766-21-3				2.600000000000000e-001	EXP			1.680000000000000e-021	EST	25	1.910000000000000e+002	25	440	
fcoIB@CN|MHLSHhdilddhdhThdmQd\sW@AUUMST@DH@@	SRC001-87-2				3.610000000000000e+000	EXP								440	
flu@BP@QAHadPjHmD^b@qDXaLPdsM{S\}NRtYtuUUUUUP@@	SRC003-57-7				6.080000000000000e+000	EXP								440	
e`T^F@@DJNAEKF`JemgolbbTTRLJTRTtJbbJcGBfbQSRE@U@DMTuM@@@@	000059-30-3				-2.810000000000000e+000	EST		250 dec	3.369999999999999e-021	EST	25	1.600000000000000e+000	25	441	
e`RXF@@J`KNicglbbRfbTLVRbTrTvreCBag`RQWPsRuUUUUUKUMUP@@	014484-47-0				1.310000000000000e+000	EST		256						441	
flyq@pLDehDQCpQDT|F^GH`TPjH]H^dHrBYCHiLeHhtiCFRh@hjjj@@@	059700-57-1				4.520000000000000e+000	EST	25		1.900000000000000e-005	EST	25	2.286000000000000e-001	25	441	
e`RZF@@FAFeo`GONaglbbbbfbRTRTrrbJVgDba`TTSRusSSUTuPUPTMU@@@	084397-27-3				5.900000000000000e-001	EXP			3.760000000000000e-013	EST	25	5.386000000000000e+003	25	441	
fcoiB@BF]x^PXbSJkjkJklktYELup@UUSTm@AD@@@	086181-42-2				3.570000000000000e+000	EXP								441	
e`T\J@@MJf`AGMgldTRRbJRRRTTRRTjwB`qtruAAQUUPLEQTB@@@	102151-23-5				1.290000000000000e+000	EXP			1.510000000000000e-017	EST	25	1.358000000000000e+003	25	441	
e`T\J@@K@h`FIMgldTRbTRNRbRVTrTrpafQRquAPUESUT@QTH@@@	102152-14-7				1.890000000000000e+000	EXP			4.430000000000000e-018	EST	25	4.174000000000000e+002	25	441	
e`T\J@@MGO@ANmgldTRRbJRbRVTRRTJwBdRTquAAQTuUAAQTH@@@	102281-28-7				1.710000000000000e+000	EXP			4.430000000000000e-018	EST	25	5.947000000000001e+002	25	441	
fcoxS@LBKWh}z]xH@bpQdHrQQJIIIJZJjIJJdyQgQuUUSSMSUUr`@@	SRC002-20-4				-6.200000000000000e-001	EXP								441	
edQTB@@AO@HiglbbbbbbRTVtZTtVbRsBf`UbWfSPvqpLKPADAP`ACPHDDP@@@	000081-77-6				7.730000000000000e+000	EST		485 dec	2.000000000000000e-018	EXT	25	3.242000000000000e-005	25	442	
e`RPD@@@KlbbdRebTLRdJttTrg@aedRSWTquUUUUUUUUUMUP@@	000473-98-3				8.180000000000000e+000	EST		250						442	
e`\TA@@Ek`ACHbjmclbbbbbbbrLblQbRbgBfgcfWPsPMDUCUMMSUE@@@	000914-00-1				-1.370000000000000e+000	EST						7.548000000000000e+003	21	442	
e`\PF@@@KJnimlbbRfbTLVRbTlrTrUCBag`RQSRuUSUUTuMUU@@@	038196-45-1				3.820000000000000e+000	EXP			5.250000000000001e-014	EST	25	2.937000000000000e+000	25	442	
fjmA@PM@bBQCH`TPjH}DIbBqFQQQSS[JJKP|eGLDQEPPQ@@@	065075-02-7				7.840000000000000e+000	EXP								442	
ehRRL@@Ckg`PFALdTRbbbRrRvbrTVbqdlBrFv^~hJHBHJ@`@HH@@@@	083158-01-4				4.090000000000000e+000	EXP			5.579999999999999e-014	EST	25	7.913000000000000e-001	25	442	
ehRRL@@Iem`PFCLdTRbTRbRvVTtTRRNDlBrv^n~hJ@JHJH@H@H@@@@	083158-02-5				3.890000000000000e+000	EXP			5.579999999999999e-014	EST	25	7.913000000000000e-001	25	442	
fjmA@PM@bBQCH`TPjH}DYbBqBSLw_lskrTTpQDUA@T@@@	083992-75-0				7.810000000000000e+000	EXP								442	
fbuPP`BFlyNPX``aVIhHrJJIJIQPuJLdHtDEEJuLP@@	124802-92-2				2.040000000000000e+000	EXP			1.530000000000000e-013	EST	25	7.298000000000000e+001	25	442	
fikPa`BLKTFIjPMHVdGRFXcHhhiheHhndhUBLCFejBj`JZj@@@	174514-07-9				5.810000000000000e+000	EST		80	7.070000000000000e-008	EXP	20	5.300000000000001e-002	20	442	
fjmA@PE@bBQCH`TPzHcDYbBqFQQQSSEQQZK\dELDQEAAE@@@	SRC003-46-0				7.780000000000000e+000	EXP								442	
fjmA@PE@bBQCH`TPzHCDIbBqFQQQSSEQQSS\eGLDQEADQ@@@	SRC003-46-1				7.630000000000000e+000	EXP								442	
edRTLHDAihLH`H`CaiPVyegfyW}YeVPsrKIjkihHFJBTHZjjb`@@	000081-88-9				1.950000000000000e+000	EXP		165	1.890000000000000e-019	EST	25	1.200000000000000e+004	25	443	
egh\DD@LNchD@@bpHrRPqPiSJIIIKZIKJZNAEM[GKU@ATqAEUTA@PNP	005591-45-7				3.780000000000000e+000	EST			2.560000000000000e-012	EST	25	7.600000000000000e-001	25	443	
egh\DD@LNchD@@bpHrRPqPiSJIIIKZIKJZNAEM[GKU@ATqAEUTA@PNP	022189-31-7				3.780000000000000e+000	EXP			2.560000000000000e-012	EST	25	7.644000000000000e-001	25	443	
eo`\M@DHBJ@DICHdlbimkhIP{HiheCDhhddhdcEEFNKGFfjjjjijfYf@@@	067774-11-2				5.200000000000000e-001	EXP			2.140000000000001e-011	EST	25	2.404000000000000e+002	25	443	
eoh\JH@FIMmDfne`HcHhdidleDedhhTdeJNIE@hh@@B`@jfjf`@@@	111479-05-1				4.600000000000000e+000	EXP		66.3	3.300000000000000e-012	EXP	25	6.300000000000000e-001	25	443	
fjupc@F\RFHJr@QxHrJJJIJJKjPrSjPhJhej@@@	120243-35-8				-8.100000000000001e-001	EXP			3.060000000000000e-009	EST	25	8.219000000000000e+004	25	443	
e`XZB@@DJCDf`MKKlbbTTRTtTvbbTbr\QSQwsUUTsSTEU@q@@@	137605-64-2				1.260000000000000e+000	EXP			8.350000000000000e-020	EST	25	1.374000000000000e+002	25	443	
e`\TA@@Ek`AC@djmclbbbbbbbvfd|VbRbgFbgcaWPsPMAUEUMMSUE@@@	000060-54-8	3.300000000000000e+000	EXP	25	-1.300000000000000e+000	EXP		172.5 dec	3.090000000000000e-023	EST	25	2.311000000000000e+002	25	444	
e`RPF@@@DKOJolbbRrbdTTVLtRLfVuCBcdVPtussTmUUUUMUUUUP@@	000471-95-4				2.880000000000000e+000	EST		223 dec						444	
fac@q`HHxkrPNEGAcaYp\xU\LddRLbdQLbdWbZuUUUUUUU@@@	000540-97-6				6.330000000000000e+000	EST		-3	4.940000000000001e-002	EXT	25	5.006999999999999e-003	25	444	
fha@J@HHpRVk^@eIUJkLsUUTsLp@@	000546-67-8				-8.800000000000000e-001	EST		177.5						444	
e`\TA@@Ek`ACHbjmclbbbbbbbvtblQbRbgFbgcfWPsPMAUEUMMSUE@@@	000564-25-0				-2.000000000000000e-002	EXP			1.420000000000000e-023	EST	25	6.300000000000000e+002	25	444	
e`\PF@@@KJnimlbbRfbTLVRbTlrTteCBag`RQSRuUUUUTuMUU@@@	001107-99-9				3.500000000000000e+000	EST		233.0				1.160000000000000e+001	25	444	
fle@BP@QGHcTQZH]D^b@qDXaLQdTTbbbbabqABMUUUUUUP@@	008001-35-2				5.900000000000000e+000	EXP		77	6.689999999999999e-006	EXP	20	5.500000000000000e-001	20	444	
e`\PF@@@KJaeclbbRfbTLVRbTJbfvUCBag`RQSRuUUUUULuUU@@@	015180-00-4				3.610000000000000e+000	EST		211.5						444	
e`\PBH@HDLB@OCIILdhhhdddhemMBcyUEudL}|uU@@@@Q@E@@@@@	034364-42-6				6.080000000000000e+000	EXP			2.060000000000000e-008	EST	25	6.300000000000000e-002	25	444	
eghPJL@B@amk`HcRPldLbbbfTTtcbrTRftK@agbVUWUKTuUUUUUMUP@@	050629-82-8				2.580000000000000e+000	EXP		221 dec	2.500000000000000e-014	EST	25	1.005000000000000e+001	25	444	
ed^PL@@@DILbbTTRbVbVbVLrVTRUGEdPVQSRvpLKTpU@DDP@D@DP@@@	056073-07-5				7.620000000000000e+000	EST		216	1.200000000000000e-006	EXP	45	3.100000000000000e-002	20	444	
ehZTJ@@DD`GNaklbbbTRRNRbbtRbLRVdTLlJZVv~AZjffjBBIhDBb@@@	SRC003-67-5				5.300000000000000e+000	EXP		164				6.999999999999999e-002		444	
fle@BP@QGHcTQZH]D^b@qDXaLQdTTbbbbabqABMUUUUUUP@@	SRC003-71-4				5.840000000000000e+000	EXP								444	
fle@BP@QBHcTQZH]D^b@qDXaLPdutls\}ABMUUUUUUP@@	SRC003-71-5				5.960000000000000e+000	EXP								444	
fle@BP@QBHcTQZH]D^b@qDXaLPdutls\}ABMUUUUUUP@@	SRC003-72-7				5.800000000000000e+000	EXP								444	
fle@BP@QBH`TPZHmD^b@qDXaLQdTfdTTTQQeIR]UUUUUUP@@	SRC003-72-8				6.260000000000000e+000	EXP								444	
fle@BP@QBHcTQZH]D^b@qDXaLPdutls\}ABMUUUUUUP@@	SRC003-72-9				5.770000000000000e+000	EXP								444	
fle@BP@QGHcTQZH]D^b@qDXaLQdTTbbbbabqABMUUUUUUP@@	SRC003-73-0				5.930000000000000e+000	EXP								444	
egh\DD@FDnec`HaPHRYVyYu_e]UjNEMOHfnh@bhHHjjjfH`@@	000084-06-0				4.820000000000000e+000	EST						8.920000000000000e+000	24	445	
e`TXA@@K`DFMKLaclbfbbbTTItTTRfrQdaeTvqsPQECTDEQUTD@@@	000131-28-2				1.970000000000000e+000	EST		138	1.350000000000000e-012	EST	25	7.800000000000000e+002	13	445	
egh\LD@IJkhDC`@bpHrRPsISQJKIKZIKJBJVNIESKKPAEPPQUULQ@@@	014008-44-7				2.420000000000000e+000	EST		170.5						445	
ekh\HL@FDic`HaPHFBDfUnV]WyWezNEMOHfnemh@bhHHjjjdb`@@	024527-27-3				5.760000000000000e+000	EST		155						445	
